Astrocytes.AD	Astrocytes.CTL	Excitatory.Neurons.AD	Excitatory.Neurons.CTL	Inhibitory.Neurons.AD	Inhibitory.Neurons.CTL	Microglia.AD	Microglia.CTL	Oligodendrocyte.precursor.AD	Oligodendrocyte.precursor.CTL	Oligodendrocytes.AD	Oligodendrocytes.CTL
LINC01483	0.460816906860193	313.818612065162	97.6104809978757	218.138104629297	181.456295524146	425.44318264026	0.734787704258753	-0.0244657788788534	349.272471051344	47.3779708417469	-0.016154081024392	-0.0104188050964851
ENSG00000254587	1.02391880896173	1304.29453176875	142.535316686752	102.983257502666	0.0374920060942894	23.6411988910018	0.379501604184332	-0.00796719174973141	0.20217111372038	0.34692524145653	0.0555167836852209	0.00765753726313456
WDR64	0.745403305605903	3.48851317188373	2.82787487458637	24.2847173944516	77.2357289838236	170.366430552323	-0.0225768478064589	-0.0209313158699917	47.071711809654	18.0325580516232	-0.0150386152991121	-0.0155141376261701
CLDN5	0.276190476414958	175.002802692063	87.7402098555048	180.606125586605	-0.0527990168220026	-0.0537640463337886	0.07888436417208	-0.0075558204148866	0.318543839199397	-0.0231809767619307	0.424039842954709	0.000981045873052752
ENSG00000257522	1.04091040412314	366.966177779552	11.2325073326885	0.56734836293012	0.443776317392598	1.07701865969995	-0.0719951517515225	-0.0260860569397765	9.05517319699501	0.463905092994631	-0.156554610083448	-0.0195357564929012
LINC02975	0.29017387924183	226.401455548662	-0.00366454493200525	-0.0727479556804416	0.0436211013007419	1.58464188259113	1485.1546799394	2134.11563328974	0.321887461637179	18.547596604736	0.175085285251211	-0.0419052551464877
APOC1	0.89169532284804	110.959711404476	0.0722269673373308	0.157930586717471	0.403619620279918	1.08465532319475	820.161354072397	322.84284462322	0.133406553340249	0.271591232062097	0.00641592795256831	-0.0217026942145007
ENSG00000287523	0.206190949997105	520.917098383743	65.7468732975543	97.1906420580151	406.640996822066	1352.54411162385	0.00738437275491775	0.00675087990036295	0.312648142075553	0.0413048661175464	0.0301672897424748	0.0235399900950496
LINC01807	0.425691621048058	61.5997763180366	0.603346099600223	40.705494069453	2.13666426980307	985.658153940502	0.214860374081291	149.320852355513	221.116594622689	167.848968884292	-0.0158559201339405	-0.00813277098271861
ATP10A	0.395516933490244	4.66030532716111	973.448872022968	227.269867601636	2.06406594596201	171.321579572976	355.810032140273	761.617553787216	0.859851470392168	0.17934039058552	11377.3320123864	9318.39368108534
SLC14A2	1.55586700692094	813.964937084268	36.7576149684359	13.3679618119103	3.04377845794326	431.564600890688	0.379799628806856	0.0236350967640155	78.2485049472472	3.35036778119951	0.0825786730048197	0.0487313234329057
ENSG00000287226	2.18431650432518	760.613020296494	0.0837408897501927	30.1855682727893	0.947793471593251	-0.0706009216826	0.973261239258061	382.285240666681	0.243066592575078	18.7563425414024	-0.0549803348660851	-0.0318553285646339
ENSG00000287474	0.519733988804486	368.309612629525	391.338140562133	251.743465226755	420.528571553324	16.2112931474076	0.710124212567014	-0.0257876589425061	40.957906541985	111.297385657324	-0.0145709719915083	-0.00610254816927611
LINC01320	1.69022906688143	146.132084083936	67.9056737893294	152.902481712835	376.047378797883	3.70283746710439	0.531649743280278	385.104709482419	1.17252422019653	84.507139261751	6.76082508776197	-0.043464599500184
TMEM176B	1.57030395883961	198.057262796299	0.0118555735751509	0.0892357408583214	0.259464728616846	-0.0926919750303846	494.523305259723	170.74712368216	0.754129096479875	4.13881152388473	0.00610984269122676	-0.0316464284340652
MFSD4A	0.0861908596828641	3.35084883523341	57.9929404987453	23.4469483756815	0.212524882537768	3.28029184369317	-0.119351464159206	1.07805994456883	204.535140146633	162.460129036194	4.46823627000725	-0.125067602007706
DEPDC4	29.8503379659421	1.57309760667123	14.0902552244769	315.82362827738	1.02166595238687	436.042444335731	0.504167015132737	-0.161005974072112	68.2174485138779	218.107870174063	-0.12837203565376	-0.14629551023089
ENSG00000286980	0.0284223473485456	0.664325324141682	0.187966265610146	0.119605608397511	0.411992308218749	-0.0413476456353313	-0.0184329173464794	-0.0172051537317034	885.590897476344	360.103140739772	-0.0188512465259741	-0.0121245886895464
LINC02955	0.015417208823198	0.613926894134413	30.4490148514759	216.085189451296	15.2195179658684	446.251642610797	520.172043654488	0.994599558464112	176.996536892204	83.1055417800746	-0.203301527981696	-0.0366325413857286
OTOGL	3.60527518985854	317.285342033199	48.4149848415148	61.0713715647089	49.1104137792564	21.1256523900172	0.0785667005860115	-0.0739788529163008	1131.92056083153	223.700325896691	-0.0644426103814035	-0.0526851526341822
LINC01344	0.620152045665586	301.316885660465	211.86498511405	458.262811144074	3.3806740237835	88.6308793628505	-0.0809442032493175	0.320049328637313	305.980231347983	766.330489267833	-0.208844167724768	-0.199210913804846
TGIF2	3.90718186264146	88.4143690239889	3.19284706868121	77.269387423787	-0.125902136090829	-0.136947293491624	1970.28399823508	3899.48619200309	3.61645954181435	26.7660114024017	0.760053321806789	22.3878681400356
ENSG00000267284	0.501195265797181	956.059441359772	0.459764326027507	63.5954781393229	1.89325906462169	50.809589894211	0.614800316185267	-0.0215432691479322	0.347573642141261	113.734001636683	-0.0128209050300319	-0.00837365599273262
ENSG00000286540	166.777138780716	1051.48392467495	63.4812759145126	9.36479487092487	60.6940871860918	447.067075350749	0.00230602096907637	0.00104374863454792	-0.0816203791058336	0.336655385034372	0.0552386098316351	0.0172656154789438
ENSG00000223786	54.5440575892774	1228.36496149536	7.04341615200475	0.151773141406256	58.0528911388801	1.0259772886959	-0.00159884720340643	0.00811944516485825	0.491046184416067	0.362256531669483	0.0184109741218422	0.0237463561075693
ENSG00000288723	63.0492970789718	264.887995620777	46.5643980564816	325.537247121422	-0.14625054914718	-0.0423420997157027	0.254453845344553	384.37720397478	33.113462403403	132.400605532067	-0.0704702032936778	-0.066267199166378
ENSG00000260850	1.35882050256845	205.104088132456	40.7153652656687	398.771747621213	-0.170471862606207	-0.168387868824532	-0.114584001740488	-0.0995911673671985	216.635396905207	165.44634415676	-0.0806534521612567	-0.0732925157124564
ENSG00000286577	1.03637257064887	316.102462938627	15.2805572550779	163.110854092001	0.238351490074638	0.0633554097952995	0.35490154538542	-0.0083528392917109	0.233115491467234	96.5986219549911	0.00962028153913503	0.017730030565407
ABCG2	0.067946158223605	225.59653086887	684.60961473872	209.771327361012	-0.0785403241264688	-0.0796748866734579	41.5094377448235	313.373565348891	109.058853081329	71.5545518292118	0.300293423634612	-0.057439584244639
LINC01591	0.092135874874323	141.732440523164	1.90355040812528	262.290860301836	0.585470516038309	1.03513464850843	578.757386895304	1082.56491915624	-0.0703056794094769	64.0610664708991	-0.0699680295519067	-0.095997158677469
TRIM14	14.1290344543209	76.1952181115309	0.198284385384651	5.0684370579344	20.9453574380846	196.177083942024	12346.0788426553	2633.14442955278	63.8089923966097	13.983625286837	115.018951378208	1094.28551695633
ENSG00000222042	2.20369021486422	304.366439712259	64.0852090399005	189.425769055623	357.870663084281	463.994527161697	-0.0450993521266373	-0.0514906241225889	199.040896033191	96.4865829073721	0.591122669311482	8.86364785628459
ZNF267	3.54131379241399	25.9746193020254	21.3982149639973	2.68327630417517	0.189360750124477	1.45442930420921	142.591603522336	656.465518964852	37.1451841841001	12.2021712767591	0.666018148432591	16.72655564592
SPI1	2.28079053508698	11.6352304882135	-0.0535037475441406	0.0153009864673488	0.311982066190686	-0.116751039955042	1509.03865156248	2740.98731190297	144.07357882356	-0.00545829096154383	0.538094671458109	-0.0470963050794062
ARRDC3-AS1	10.1982323094782	136.941703846394	13.3959678822656	241.903772990431	4.63596458629245	37.5088484929122	1880.53810068458	2376.96961514975	0.70411475904971	5.23926314015233	-0.168362786274876	-0.142283271547295
