gene	log2FC	pvalue	adj_pvalue	significant
FLT1	4.58116270067072	1.57586420293222e-05	0.058448803286756	FALSE
MECOM	4.71157471577773	1.57586420293222e-05	0.058448803286756	FALSE
ADGRL4	2.13978861364792	1.57586420293222e-05	0.058448803286756	FALSE
SLC8A1-AS1	-4.00520513301612	1.57586420293222e-05	0.058448803286756	FALSE
BTNL9	2.14829387306188	1.57586420293222e-05	0.058448803286756	FALSE
PPP1R3C	-2.06522656863951	1.57586420293222e-05	0.058448803286756	FALSE
EGFL7	5.3422782771404	1.57586420293222e-05	0.058448803286756	FALSE
LINC02147	16.2483141251876	1.57586420293222e-05	0.058448803286756	FALSE
HMOX1	3.3154490729794	1.57586420293222e-05	0.058448803286756	FALSE
IL1B	1.51884744490885	1.57586420293222e-05	0.058448803286756	FALSE
NOSTRIN	4.38071220844047	1.57586420293222e-05	0.058448803286756	FALSE
MIR223HG	3.08855231095794	1.57586420293222e-05	0.058448803286756	FALSE
ERG	8.83713256132372	1.57586420293222e-05	0.058448803286756	FALSE
ABCG2	6.27251591412784	1.57586420293222e-05	0.058448803286756	FALSE
SMAD6	4.2420848400124	1.57586420293222e-05	0.058448803286756	FALSE
LINC02432	3.44624126561914	1.57586420293222e-05	0.058448803286756	FALSE
ADGRF5	4.5336081690392	1.57586420293222e-05	0.058448803286756	FALSE
HPGDS	17.5414643930302	1.57586420293222e-05	0.058448803286756	FALSE
SERPINE1	2.19086358049271	1.57586420293222e-05	0.058448803286756	FALSE
CLEC7A	3.5409827984058	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000250863	2.23004670790033	1.57586420293222e-05	0.058448803286756	FALSE
CAV1	1.66123139308612	1.57586420293222e-05	0.058448803286756	FALSE
COL8A1	1.83366161559935	1.57586420293222e-05	0.058448803286756	FALSE
RAB39A	3.71435743160657	1.57586420293222e-05	0.058448803286756	FALSE
MAFB	6.21809077008295	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000254288	2.88212854380802	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000291144	3.86365075719496	1.57586420293222e-05	0.058448803286756	FALSE
CLEC1A	2.45411980934876	1.57586420293222e-05	0.058448803286756	FALSE
MS4A14	3.93889082617034	1.57586420293222e-05	0.058448803286756	FALSE
CYYR1	1.95307866227271	1.57586420293222e-05	0.058448803286756	FALSE
MROCKI	2.42482105165544	1.57586420293222e-05	0.058448803286756	FALSE
LINC02975	3.6910475855711	1.57586420293222e-05	0.058448803286756	FALSE
LINC01605	3.03632045192238	1.57586420293222e-05	0.058448803286756	FALSE
MAFF	2.31221799304345	1.57586420293222e-05	0.058448803286756	FALSE
SPI1	5.3517202863641	1.57586420293222e-05	0.058448803286756	FALSE
TAL1	1.39269601511981	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000283692	2.66312826726166	1.57586420293222e-05	0.058448803286756	FALSE
PALMD	4.48686339420305	1.57586420293222e-05	0.058448803286756	FALSE
SIRPB2	4.07954489934859	1.57586420293222e-05	0.058448803286756	FALSE
NOTCH4	4.19391002175709	1.57586420293222e-05	0.058448803286756	FALSE
HS3ST2	3.58988156600172	1.57586420293222e-05	0.058448803286756	FALSE
EDN1	2.44980907388991	1.57586420293222e-05	0.058448803286756	FALSE
C1QC	1.97862226386846	1.57586420293222e-05	0.058448803286756	FALSE
MET	1.75546985116519	1.57586420293222e-05	0.058448803286756	FALSE
CCDC141	9.89199847509836	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000285424	1.38913042013271	1.57586420293222e-05	0.058448803286756	FALSE
EMCN	2.65751690733246	1.57586420293222e-05	0.058448803286756	FALSE
JCAD	2.48164736993007	1.57586420293222e-05	0.058448803286756	FALSE
CLDN5	3.02003156870203	1.57586420293222e-05	0.058448803286756	FALSE
KMO	2.31852763296456	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000285744	2.0139828836538	1.57586420293222e-05	0.058448803286756	FALSE
MEPE	-1.239222898659	1.57586420293222e-05	0.058448803286756	FALSE
PAPSS2	3.00494359717121	1.57586420293222e-05	0.058448803286756	FALSE
ENSG00000271945	3.12039044347669	1.57586420293222e-05	0.058448803286756	FALSE
LINC01697	1.19639318318469	1.96825683010824e-05	0.0730026458287145	FALSE
ENSG00000257398	2.77182642429911	1.96825683010824e-05	0.0730026458287145	FALSE
ABCA9	5.04620782381296	1.96825683010824e-05	0.0730026458287145	FALSE
CCDC170	2.1868955469587	1.96825683010824e-05	0.0730026458287145	FALSE
LRRK2	2.57372898886371	1.96825683010824e-05	0.0730026458287145	FALSE
APOC1	1.25433683800648	1.96825683010824e-05	0.0730026458287145	FALSE
FCGR2C	1.77902395605749	2.45262889875869e-05	0.0909680058549599	FALSE
PTPRB	5.4642840972544	2.45262889875869e-05	0.0909680058549599	FALSE
DAPK1	9.8373766010253	2.45262889875869e-05	0.0909680058549599	FALSE
RGR	-1.18346736040284	2.45262889875869e-05	0.0909680058549599	FALSE
ENSG00000288560	2.08714981367743	2.45262889875869e-05	0.0909680058549599	FALSE
GNG12-AS1	3.32636752878165	2.45262889875869e-05	0.0909680058549599	FALSE
ENSG00000285572	1.35586506792063	3.04908711218402e-05	0.113090640990905	FALSE
IGF2BP2	1.43141999656943	3.04908711218402e-05	0.113090640990905	FALSE
TLR4	3.72024997178372	3.04908711218402e-05	0.113090640990905	FALSE
PPP1R12A-AS2	1.38356357797822	3.04908711218402e-05	0.113090640990905	FALSE
HS3ST3A1	-1.44698229493355	3.78178279729845e-05	0.140266323951799	FALSE
COL4A1	2.59193851145776	3.78178279729845e-05	0.140266323951799	FALSE
TSPAN9	4.18173040848913	3.78178279729845e-05	0.140266323951799	FALSE
AK4	-3.13295663727901	3.78178279729845e-05	0.140266323951799	FALSE
ANKRD29	2.34739074832875	3.78178279729845e-05	0.140266323951799	FALSE
HRH1	2.70554079831212	3.78178279729845e-05	0.140266323951799	FALSE
CADPS2	2.65759652320537	4.67964548377351e-05	0.173568050993159	FALSE
TMEM176B	1.65282881861334	4.67964548377351e-05	0.173568050993159	FALSE
